field_file,label,coverage_type,shape,noisy,pipe_type
sample_02552_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02553_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02554_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02555_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02556_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02557_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02558_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02559_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02560_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02561_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02562_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02563_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02564_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02565_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02566_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02567_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02568_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02569_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02570_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02571_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02572_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02573_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02574_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02575_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02576_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02577_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02578_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02579_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02580_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02581_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02582_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02583_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02584_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02585_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02586_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02587_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02588_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02589_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02590_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02591_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02592_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02593_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02594_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02595_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02596_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02597_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02598_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02599_offset_curved_noisy_field.npz,0,offset,curved,True,single
sample_02600_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02601_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02602_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02603_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02604_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02605_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02606_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02607_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02608_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02609_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02610_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02611_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02612_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02613_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02614_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02615_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02616_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02617_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02618_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02619_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02620_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02621_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02622_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02623_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02624_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02625_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02626_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02627_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02628_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02629_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02630_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02631_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02632_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02633_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02634_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02635_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02636_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02637_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02638_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02639_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02640_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02641_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02642_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02643_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02644_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02645_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02646_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02647_missed_straight_clean_field.npz,0,missed,straight,False,single
sample_02648_missed_curved_clean_field.npz,0,missed,curved,False,single
sample_02649_missed_curved_clean_field.npz,0,missed,curved,False,single
sample_02650_missed_curved_clean_field.npz,0,missed,curved,False,single
sample_02651_missed_curved_clean_field.npz,0,missed,curved,False,single
sample_02652_missed_curved_clean_field.npz,0,missed,curved,False,single
sample_02653_missed_curved_clean_field.npz,0,missed,curved,False,single
sample_02654_missed_curved_clean_field.npz,0,missed,curved,False,single
sample_02655_missed_curved_clean_field.npz,0,missed,curved,False,single
sample_02656_missed_curved_clean_field.npz,0,missed,curved,False,single
sample_02657_missed_curved_clean_field.npz,0,missed,curved,False,single
sample_02658_missed_curved_clean_field.npz,0,missed,curved,False,single
sample_02659_missed_curved_clean_field.npz,0,missed,curved,False,single
sample_02660_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02661_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02662_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02663_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02664_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02665_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02666_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02667_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02668_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02669_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02670_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02671_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02672_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02673_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02674_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02675_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02676_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02677_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02678_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02679_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02680_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02681_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02682_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02683_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02684_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02685_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02686_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02687_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02688_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02689_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02690_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02691_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02692_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02693_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02694_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02695_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02696_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02697_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02698_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02699_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02700_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02701_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02702_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02703_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02704_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02705_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02706_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02707_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02708_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02709_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02710_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02711_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02712_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02713_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02714_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02715_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02716_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02717_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02718_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02719_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02720_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02721_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02722_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02723_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02724_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02725_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02726_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02727_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02728_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02729_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02730_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02731_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02732_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02733_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02734_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02735_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02736_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02737_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02738_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02739_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02740_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02741_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02742_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02743_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02744_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02745_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02746_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02747_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02748_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02749_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02750_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02751_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02752_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02753_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02754_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02755_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02756_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02757_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02758_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02759_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02760_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02761_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02762_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02763_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02764_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02765_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02766_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02767_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02768_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02769_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02770_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02771_missed_straight_noisy_field.npz,0,missed,straight,True,single
sample_02772_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02773_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02774_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02775_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02776_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02777_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02778_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02779_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02780_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02781_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02782_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02783_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02784_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02785_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02786_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02787_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02788_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02789_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02790_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02791_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02792_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02793_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02794_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02795_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02796_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02797_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02798_missed_curved_noisy_field.npz,0,missed,curved,True,single
sample_02799_missed_curved_noisy_field.npz,0,missed,curved,True,single
parallel_02800_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02801_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02802_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02803_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02804_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02805_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02806_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02807_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02808_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02809_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02810_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02811_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02812_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02813_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02814_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02815_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02816_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02817_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02818_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02819_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02820_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02821_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02822_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02823_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02824_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02825_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02826_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02827_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02828_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02829_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02830_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02831_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02832_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02833_straight_opposite_clean_field.npz,0,perfect,straight,False,parallel
parallel_02834_straight_same_clean_field.npz,0,perfect,straight,False,parallel
parallel_02835_straight_same_clean_field.npz,0,perfect,straight,False,parallel
parallel_02836_straight_same_clean_field.npz,0,perfect,straight,False,parallel
parallel_02837_straight_same_clean_field.npz,0,perfect,straight,False,parallel
parallel_02838_straight_same_clean_field.npz,0,perfect,straight,False,parallel
parallel_02839_straight_same_clean_field.npz,0,perfect,straight,False,parallel
parallel_02840_straight_same_clean_field.npz,0,perfect,straight,False,parallel
parallel_02841_straight_same_clean_field.npz,0,perfect,straight,False,parallel
parallel_02842_straight_same_clean_field.npz,0,perfect,straight,False,parallel
parallel_02843_straight_same_clean_field.npz,0,perfect,straight,False,parallel
parallel_02844_straight_same_clean_field.npz,0,perfect,straight,False,parallel
parallel_02845_straight_same_clean_field.npz,0,perfect,straight,False,parallel
parallel_02846_straight_same_clean_field.npz,0,perfect,straight,False,parallel
parallel_02847_straight_same_clean_field.npz,0,perfect,straight,False,parallel
parallel_02848_curved_opposite_clean_field.npz,0,perfect,curved,False,parallel
parallel_02849_curved_opposite_clean_field.npz,0,perfect,curved,False,parallel
parallel_02850_curved_opposite_clean_field.npz,0,perfect,curved,False,parallel
parallel_02851_curved_opposite_clean_field.npz,0,perfect,curved,False,parallel
parallel_02852_curved_opposite_clean_field.npz,0,perfect,curved,False,parallel
parallel_02853_curved_opposite_clean_field.npz,0,perfect,curved,False,parallel
parallel_02854_curved_opposite_clean_field.npz,0,perfect,curved,False,parallel
parallel_02855_curved_opposite_clean_field.npz,0,perfect,curved,False,parallel
parallel_02856_curved_same_clean_field.npz,0,perfect,curved,False,parallel
parallel_02857_curved_same_clean_field.npz,0,perfect,curved,False,parallel
parallel_02858_curved_same_clean_field.npz,0,perfect,curved,False,parallel
parallel_02859_curved_same_clean_field.npz,0,perfect,curved,False,parallel
parallel_02860_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02861_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02862_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02863_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02864_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02865_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02866_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02867_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02868_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02869_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02870_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02871_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02872_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02873_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02874_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02875_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02876_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02877_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02878_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02879_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02880_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02881_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02882_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02883_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02884_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02885_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02886_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02887_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02888_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02889_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02890_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02891_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02892_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02893_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02894_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02895_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02896_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02897_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02898_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02899_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02900_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02901_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02902_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02903_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02904_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02905_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02906_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02907_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02908_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02909_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02910_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02911_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02912_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02913_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02914_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02915_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02916_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02917_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02918_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02919_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02920_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02921_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02922_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02923_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02924_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02925_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02926_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02927_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02928_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02929_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02930_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02931_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02932_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02933_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02934_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02935_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02936_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02937_straight_opposite_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02938_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02939_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02940_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02941_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02942_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02943_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02944_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02945_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02946_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02947_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02948_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02949_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02950_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02951_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02952_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02953_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02954_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02955_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
parallel_02956_straight_same_noisy_field.npz,0,perfect,straight,True,parallel
